Name,PredLasso,PredRF,PredKNN,PredSVM,OldRating,AvgPred
Hollywood Racers,6.225100482144627,6.946370679999995,6.042024,6.215339895677545,5.51007,6.3572087644555415
Monopoly: Cars 2 Edition,5.834934811061394,6.347759383999998,6.36155,5.712356642070368,5.46808,6.06415020928294
Ingenious Extreme,6.894596860434662,6.991836116615384,6.684659999999999,6.8634376331062334,5.53452,6.858632652539069
"Murder, She Wrote",6.300556158864928,6.232994906666664,6.27973,6.404887116475443,5.52759,6.3045420455017585
Trusis,6.382123248761388,6.417079051857134,6.495596000000001,6.69378664968971,5.50065,6.497146237577058
Dungeon Breakout,6.280886268150355,6.672068580000004,6.2459359999999995,6.3956736879463785,5.48815,6.398641134024184
Marvel Dice Masters: X-Men Forever Campaign Box,6.10218669071578,6.422023720000007,6.289053999999999,6.576921430989648,5.54267,6.34754646042636
Attacktix  Battle Figure Game: Marvel,6.2138854953974665,6.104447319999985,5.995106,6.474885807728423,5.51814,6.1970811557814685
Blasphemy,6.038849143847793,6.921155702587299,6.396162,6.387495469947547,5.49561,6.43591557909566
Randomise,6.35463661598139,6.446695400000009,5.64569,6.50917305239474,5.50623,6.239048767094034
Gutterhead,6.355918116700583,6.570247440000004,6.151082000000001,6.604334065082086,5.51003,6.420395405445668
Suspect Game,6.682241538178333,6.990056626266966,6.378042000000001,6.768971401213287,5.57552,6.704827891414647
The Red Dragon Inn 8: Pub Crawl,6.413452308179158,7.001029199999994,6.318009999999999,6.232015740253985,5.61132,6.491126812108284
Doctor Who: The Card Game – Classic Doctor Edition,6.560971032656175,6.893713270000008,5.940341999999999,6.337136413479942,5.51036,6.433040679034032
Card Caper,6.067006911197541,6.163539199333342,6.132689999999999,6.243093681824119,5.48457,6.1515824480887495
Mech Command RTS,6.734319256364001,7.053942583607611,6.331142,6.646718850636825,5.51987,6.691530672652108
5ive: King's Court,6.150867322939692,6.3322437400000045,6.2255020000000005,6.254697641779975,5.5149,6.240827676179919
World at War: The Untold Stories,6.612826200900879,6.662426759523808,5.911753999999999,6.709287008942083,5.63063,6.4740734923416925
Manhattan TraffIQ,6.636100735103932,6.7821097538461625,6.631582,6.631427952798247,5.51753,6.670305110437086
Golf the Perfect Game,6.299223700798274,6.159101145416674,6.369896000000001,6.430425702619932,5.50509,6.31466163720872
Drôles de Zèbres,6.355098571376944,6.260388460957258,6.20481,6.407544698936807,5.53735,6.306960432817752
Kalle Kanalratte,5.956426797468484,6.183678883369946,6.240487999999999,6.004491918849154,5.5,6.096271399921896
Hang Four,6.005097305613984,6.135661296000004,6.347482,5.943442726003587,5.49623,6.107920831904394
Turbo,6.43843780715318,6.188264884444439,6.417888,6.5145069407828835,5.47294,6.389774408095126
French Foreign Legion,6.7158102273618985,6.172877879999999,6.3217680000000005,6.99032588026215,5.56049,6.550195496906012
Waterloo 1815: Napoleon's Last Battle,7.228051757798816,7.610425720000001,6.241656000000001,6.7291166115821275,5.55278,6.9523125223452364
Towers in Time,6.644889930117772,6.722303220000005,6.3309359999999995,6.604963497133053,5.47237,6.575773161812708
Somnicum,6.3738433109475885,6.612682873846151,6.233726,6.277554879982902,5.5159,6.37445176619416
Slap It!,6.178952083161045,6.309873300000012,6.258045999999999,6.0389791727886095,5.50502,6.196462638987416
DC HeroClix: Batman (Alpha),6.188004890701226,6.328107039999996,6.352186,6.3454588904071105,5.51492,6.303439205277083
Grimslingers: Duels,6.330944058104964,6.8741164007692355,6.192442,6.1571753263060325,5.49813,6.388669446295058
Horrific,6.90589447783812,6.989132349999999,6.188823999999999,6.3019963258567575,5.50425,6.596461788423719
Tilting at Windmills,6.431187761490727,6.736666679999999,6.232438,6.411569405487925,5.51309,6.452965461744663
Olympic & Coronet,6.723797739544378,6.992312032539681,6.29332,6.729485639608899,5.53896,6.68472885292324
Fetch,6.200848869838748,6.407333280000005,6.162184000000001,5.844415466309654,5.49344,6.1536954040371015
Trapture,6.363739656494858,6.205875949523798,5.871472,6.21889676200151,5.50885,6.164996092005041
Quando,6.292884153071783,6.511378440000009,6.19357,6.045485322686143,5.56554,6.260829478939484
Blitzed!,6.312047765797582,6.420801049523809,6.3055520000000005,6.250916778459774,5.49129,6.322329398445292
Die Erbtante,6.366345960116147,6.115741424999992,6.154763999999999,6.503847642392144,5.48135,6.285174756877071
My First Adventure: Journey to Ochre Land,6.020985269404861,6.3570913000000004,6.343782,6.192814240607616,5.52844,6.228668202503119
MeM,6.99810026259898,7.31193164000001,6.336154,6.42135945916162,5.52844,6.766886340440152
Fish & Chips,6.533473179239666,6.479232939999999,6.140230000000001,6.198136529679159,5.51618,6.337768162229706
Step by Step,6.375369293681142,5.961183178999999,6.385512,6.25883338079452,5.50244,6.245224463368915
Das Versteck des Goldgräbers,7.010473074670527,7.180037423739491,6.700009999999999,6.715189174595186,5.52417,6.9014274182513
Scrabble Crossword Cubes Game,6.198383009029958,5.7238220199999885,6.151540000000001,5.916241018796909,5.5084,5.997496511956714
Zone Wars,6.849082494857808,7.14320741,6.4889079999999995,6.899129548753953,5.5513,6.845081863402941
"Armati: Rules and Lists for Ancient, Medieval & Renaissance Wargaming",6.765752161327955,6.916770598850607,6.133928,6.972073346434493,5.52039,6.697131026653263
Whiskey Business!,6.534188751567365,6.708694090000009,6.645198000000001,6.339108779357376,5.51563,6.556797405231187
Doubletrack,5.976650433881967,5.7907765600000065,5.829682,5.985409616831252,5.48716,5.8956296526783065
Emperor's First Battles,6.853417500432622,6.7886431587777745,6.518092,7.1100391457226095,5.50282,6.8175479512332515
Baba Yaga,6.166198719066779,6.390649320000002,6.263196000000001,6.198228281631098,5.51143,6.2545680801744705
Modern Land Battles: Target Acquired,6.67723659364709,6.9054854419126395,6.034964,6.490345965564573,5.54373,6.527008000281075
Nutty Squirrels of the Oakwood Forest,6.343512613878991,6.8953455600000035,6.860028,6.857766998099454,5.52296,6.739163292994612
Pokémon Master Trainer II,6.153567363218021,6.839225326111112,6.206466000000001,6.111542027401958,5.52463,6.327700179182774
Cubeo,6.426817353354017,6.8433256200000105,6.608618,6.248045330880205,5.53888,6.531701576058558
Star Fleet Battles (Commander's Edition),7.535379631185785,7.426796100000006,6.180764,6.982613682804927,5.58716,7.03138835349768
Doxie Dash,6.356843311505267,6.692130960000001,6.58293,6.433487804242083,5.52579,6.516348018936839
New World Colony,6.406022373443956,6.530979739999995,6.311141999999999,6.567240542155328,5.5157,6.4538461638998195
Gooey Louie,6.15843312018058,5.970843844523804,6.126951999999999,6.32217690718939,5.43092,6.144601467973444
Tribes,6.412884587644343,6.384700506666672,5.987264,6.596670538118581,5.5416,6.3453799081073985
Clash of Empires: The Battle for France 1914,6.670722304549693,6.701242031634921,6.468036,7.035999117985007,5.5398,6.718999863542406
Cultistorm,6.961484624503821,7.198745039999992,6.528638000000001,6.803507814388604,5.54982,6.873093869723105
World of Draghan: Sneaky Ol' Dragons,6.577811461092128,7.065202039999997,6.42633,6.498508400473165,5.56831,6.641962975391323
Miskatonic Madness,6.449257879408187,6.163025348333331,6.128534,6.27967885441898,5.50267,6.255124020540124
Fantastic Gymnastics,6.13655463429665,6.438090860000004,6.31953,6.482351424546128,5.49044,6.344131729710695
Back to Iraq,6.762378385452523,6.679914982777779,6.000954,6.640768455887764,5.48787,6.521003956029517
Cherkassy Pocket: Encirclement at Korsun,6.620812383130248,6.549948800000001,6.310764000000001,6.748229561229784,5.51842,6.557438686090009
Gangsta!,6.564024043366081,6.97940897333334,6.2220320000000005,6.738403739781686,5.5175,6.625967189120277
Decision: Iraq,6.722648976435901,6.835156795238094,6.266094000000001,6.89206361901941,5.51842,6.678990847673351
Disney Shadowed Kingdom,6.750171053235961,6.783165179999998,6.224020000000001,6.86068675567344,5.45793,6.65451074722735
Railways,6.7616403231636735,7.186696051578943,6.371084,6.801637968719007,5.50879,6.780264585865406
Listen Up!,6.271386764211366,6.117195294523807,6.346512,6.158663996493656,5.50049,6.223439513807207
Hot Potato,5.990219932217645,6.161444253333339,6.0701540000000005,6.0444931965564415,5.42315,6.066577845526857
Rattaneer,6.630150096353905,6.910799983769246,6.183322,6.474792244558432,5.52609,6.549766081170396
Artifact,6.7373445957068725,6.948317999285718,6.261614,6.657276996243072,5.51094,6.651138397808914
Night Class,6.718810698553639,7.049201660000001,6.419882000000001,6.597505046172598,5.51422,6.6963498511815605
Morgan's Revenge,6.10083723741751,6.133869220000004,6.274866,6.171115456830993,5.48235,6.170171978562126
Converge: Sparks of Hope,6.667595274608284,7.15475884,5.764566,6.478310688382477,5.53538,6.51630770074769
Schachen,6.5474868021820525,6.821864752226658,6.009062,6.166402607902847,5.54907,6.386204040577889
Plateau,6.684661100264485,6.778727240000004,6.000018,6.349589731406523,5.55872,6.453249017917752
Flames of War: Firestorm Campaign – Operation Bagration,6.864787329489423,6.964258615940175,6.52473,6.781329184026683,5.51868,6.7837762823640695
Emperor of China,6.550136579427076,6.138996239999996,6.379110000000001,6.831360384685826,5.52286,6.474900801028225
Think Alike,6.387075006952967,5.918940842857141,6.361549999999999,6.389209921112746,5.49636,6.264193942730714
Indiana Jones Akator Temple Race Game,5.807131986830949,6.147984264523799,6.231698,5.909183149512776,5.49855,6.023999350216881
Watch Out! That's a Dracula!,6.530937169445585,6.8795718400000085,6.19617,6.556396804675403,5.52444,6.5407689535302485
Strat-O-Matic Baseball Express,6.4568220847812166,6.525094494798538,6.469596,6.381268108387068,5.52358,6.458195171991706
RallyRas,6.032231860347449,6.446962340000001,6.093235999999999,6.371860188670502,5.51562,6.236072597254488
Winhard,6.261486914353564,5.996265814999993,6.341030000000001,6.20949805544892,5.49643,6.202070196200619
Flip the Bird,6.267501322845889,6.436155580000014,6.272881999999999,6.184638488437356,5.47189,6.290294347820815
Seimi in the Super Crazy World,6.432052856073443,6.6638929738461625,6.193996,5.959184838586059,5.51637,6.312281667126416
Mighty,6.90230999218349,6.7822603150000065,6.3815420000000005,6.73308014733374,5.5538,6.699798113629309
Spice Navigator,6.253523008122705,6.177537750000009,6.1325780000000005,6.256447929874849,5.50399,6.205021671999391
Zorndorf,7.321852202581625,7.294748940000006,6.558922000000001,7.105366137091459,5.59205,7.0702223199182725
Reconquista,6.78581633419507,7.0620935,6.346998,6.649137389647457,5.54231,6.711011305960632
Fanhunter: Assault,6.390611139026528,6.727831129846155,6.388132000000001,6.3920238653643064,5.51791,6.474649533559248
Brew Dice,6.3772681879216915,6.389864300000004,6.608618000000002,6.1184408078478105,5.51115,6.373547823942378
Party Pooper,6.235525587754053,6.24372234371825,6.432653999999999,6.238793281967954,5.48993,6.2876738033600645
Hacker,6.273043144180667,5.919546399999997,5.843826,6.396540578754887,5.491,6.108239030733888
Hội Phố,6.48338030080725,6.614138080000001,6.43912,6.842319204686685,5.48969,6.594739396373484
Navíos de Línea: Trafalgar 1805,7.0756764503172525,7.0732348433333305,6.321567999999999,6.801430299449421,5.53913,6.817977398275001
Judge for Yourself,6.347551939437564,6.147709793333343,6.2406500000000005,6.249463985610503,5.46674,6.246343929595353
Conspiracy Theory,6.25397016404592,6.321733200000012,6.261222,6.2464601758738185,5.50056,6.270846384979937
Megaman NT Warrior Trading Card Game,6.3689517045664,6.282002206666665,6.147378000000001,6.510282709819844,5.50549,6.327153655263228
Burdigala,6.145516551998357,6.391966256703295,6.3431619999999995,6.151841637592183,5.51664,6.2581216115734595
Island Trader,6.307923922202203,6.252062599036627,5.94505,6.4115449019447786,5.52362,6.229145355795902
Trailer Park Boys Board Game,5.972773596538732,6.356534699999998,6.108992,6.405135448192188,5.51022,6.2108589361827296
Grave Robbers III: Suburban Slashers from Sunnydale Street,6.234522764686713,6.267615470634917,6.093012,6.30968225443229,5.52835,6.22620812243848
M.O.R.P.H.O.,7.041648350077117,7.1368722,6.268664,7.022821193818568,5.54221,6.867501435973922
Kameleo,6.324259771732538,6.581646679999997,6.441074,6.364481295927866,5.50442,6.4278654369151
House Flippers,6.360512575098392,6.367651220000007,6.31986,6.715120673681754,5.49417,6.440786117195039
Magistrar: Duel of the Mages,6.691217324039474,7.14702522799999,6.338334000000001,6.6944686813039,5.51742,6.717761308335841
10 Dice,6.520844109251685,6.526964140000005,6.518938,6.318950050775985,5.5338,6.47142407500692
Vikings on the Volga,6.578046392976544,6.980844536186563,6.372364,6.410678841171451,5.51366,6.585483442583639
Flower Fields,6.6366957250212035,7.132155479999989,6.452115999999999,6.800024747028826,5.52388,6.7552479880125045
Murder at Blood Mansion,6.514931185122605,6.8598814500000085,6.525672,6.312916339873911,5.52544,6.553350243749131
Visual Game,6.352820687919476,5.933088534523805,6.111402,6.052489894440016,5.52491,6.112450279220824
Carrossel,6.676978120009449,7.175692962095233,6.217698,6.310512025179583,5.53027,6.595220276821067
Chain Reaction,5.804998677077118,5.5910183,6.260066,6.161596284805961,5.50535,5.95441981547077
Claymania,6.264639551977194,6.078581002666669,6.428422,6.51353468833105,5.50255,6.3212943107437285
King's Valley,5.931397783790923,6.276551847111102,5.84386,5.454943186271269,5.53479,5.876688204293323
FUBA,6.819498160628083,6.8978731882434685,6.538889999999999,6.559577116095285,5.59223,6.703959616241709
Composio,6.595427722554087,6.290204678333331,6.534644,6.574237515676089,5.50677,6.498628479140876
Crop Circles,6.685397822298814,7.077971979999996,6.18219,6.6682099098901295,5.5574,6.653442428047235
Check Your 6!,6.69153420442446,6.9221727284899615,6.438986,6.78699490622897,5.64713,6.709921959785848
White Elephant,5.967829248696792,6.395524880000015,6.189477999999999,6.314371856206618,5.51992,6.216800996225857
Cucina Curiosa,6.324310839557102,6.675276294285707,6.248888,6.4167852367690195,5.51977,6.416315092652957
Pogo,6.512442684846099,6.829163135882354,5.895124,5.859657256128464,5.51067,6.274096769214229
Spinnengift und Krötenschleim,6.099801204483405,6.472638403369964,6.370836000000001,6.096905902704063,5.52311,6.260045377639358
Epées de France,7.057200569007358,6.812148738301581,6.507116000000001,7.055459250414557,5.5323,6.8579811394308745
Exploring Galapagos,6.1349862083733155,6.468933580000015,6.3158140000000005,6.68107690544741,5.50801,6.400202673455185
Happiest Town,6.291143326943374,6.678409759999997,6.244301999999999,5.988315547433268,5.52625,6.300542658594159
Zombie Ninja Pirates,5.962123492501956,6.128971236000001,6.200419999999999,6.342730317918414,5.4915,6.158561261605093
An Army at Dawn: Tunisia 1942-1943 – A Panzer Grenadier Game,6.934503018563009,7.121489483547,6.252788000000001,6.881901411066179,5.53987,6.797670478294048
Animal Olympics,6.240935069309552,6.096992904999992,6.265984,6.406345564916008,5.51479,6.252564384806388
Autonomía Zapatista,6.607307627710537,6.955290840000001,6.415858,6.88874744684513,5.50678,6.716800978638917
Old Town: Solo,6.763744842783113,6.900355568591745,6.065762000000001,6.5424543869831595,5.5272,6.568079199589505
Frik,5.8934848145412015,6.019533788750001,6.047036,6.486872163549298,5.4901,6.111731691710125
Baston,6.231235230067933,6.667218500000006,5.815028,6.449108201494779,5.51485,6.29064748289068
Fruit Mix,5.882753635915435,6.336328060000004,6.050762000000001,6.329102483679707,5.49757,6.149736544898786
Mapominoes: Asia & Australasia,6.032427772893384,6.289710323730163,6.2766020000000005,6.162241475699122,5.52097,6.190245393080668
1944: Second Front – From D-Day to Victory in the West,7.2332818877304605,7.354953580000003,6.769248,6.961683798195674,5.49158,7.079791816481535
Nautic Miles,6.157731179062858,5.899293019999997,6.215072,6.492701167893207,5.50631,6.191199341739015
Periorbis,7.325933455262609,7.70679048,6.475801999999999,7.128745808915849,5.52659,7.159317936044614
Marble Bobsleigh,6.270614374075461,6.329813919999999,6.531358,6.269295870357907,5.49866,6.350270541108342
Canaletto,6.487545216590382,6.417430626111114,6.564007999999999,6.261486299561147,5.49346,6.432617535565662
Suspects: The MacGuffin Affair,6.486540236957479,6.889373820000005,6.27003,6.728135097323595,5.54556,6.593519788570269
Donburiko,6.451080214990693,6.6474629295238135,6.199520000000001,6.397328558049164,5.54236,6.423847925640918
Stratopolis,6.46366410303757,6.562785780293039,6.485888,6.15018591302163,5.55422,6.41563094908806
Chachapoya (Second Edition),6.238333223679982,6.490549940000011,6.284022,6.28314360456949,5.53248,6.324012192062371
Killing Code: Venice Vendetta,6.806600633591094,6.787430813333328,6.235644,6.794164343716595,5.52194,6.6559599476602544
G.I. JOE Mission Critical,6.793877559179231,7.048093920000017,6.495038000000001,6.755050942792151,5.58882,6.773015105492851
Betrayal: Deck of Lost Souls,6.802521769554842,7.055254255384609,6.357417999999999,6.4759551378678335,5.49952,6.672787290701821
Stalin's Tanks: Armor Battles on the Russian Front,6.589584292558202,6.225086695634926,6.278143999999999,6.78852624807901,5.52279,6.470335309068034
French and Indian War,6.332228660992813,6.762443093846165,6.603292000000001,6.906984659057936,5.5221,6.651237103474228
Monopoly: Zapped Edition,5.736643810979481,6.319143845396824,5.699934000000001,6.141572786688853,5.49372,5.974323610766289
Swashbuckled!,6.137790777333454,6.231789824444442,6.224064,6.004497899563994,5.51431,6.1495356253354725
Flick Wars,6.598537778231583,7.029221547999999,6.128002,6.474872137755476,5.5519,6.557658365996764
Bezzerwizzer Familie,6.201830017195751,6.790434799999992,6.286114,6.39630119114264,5.50801,6.418670002084596
Disruptus,6.366572261287319,6.593726471111107,6.430646,6.530939385782439,5.48882,6.480471029545216
Collusion,6.515509541183441,6.177647539999999,6.326984,6.6377472911519435,5.5341,6.4144720930838455
Days of Decision,7.082674647982727,7.145888800000002,6.71767,7.017934035459055,5.54097,6.991041870860446
Waroong Wars (Second Edition),6.554039239754385,6.744611659999994,6.582352,6.732368510747534,5.54024,6.653342852625478
Idol Quest,6.190565089951262,6.301646301111118,6.625122,6.099874992655679,5.49525,6.304302095929515
PJ Masks: Night Sight,6.155176909743309,6.428101920000005,5.795408,6.372858930065114,5.49539,6.187886439952107
Napoleon's Imperium,6.853989602779293,6.9688764,6.454066,7.184149036605542,5.5196,6.865270259846209
Hidden Panda,6.297829371977457,6.4482533600000105,6.2193700000000005,6.048065801252919,5.4966,6.253379633307597
Stalingrad 1942-43,6.368601277063051,6.688991880273506,6.304208,6.511436341661353,5.51143,6.468309374749477
Magic Market,5.7186042354072715,6.4151989000000045,6.375524,6.0716531015328545,5.50956,6.145245059235032
Danger in the Deep,6.742515739621891,6.946591907461295,6.370946,6.77506585008236,5.5619,6.708779874291387
Zaar,6.514848871673486,6.77499917076925,6.113636,6.424433097691385,5.51978,6.45697928503353
Keydom's Dragons,6.758367893463604,6.997251928999994,6.1798340000000005,6.985593847619248,5.59418,6.7302619175207115
Biljard,5.607678234101311,6.24218915384615,5.842438,5.426632815199705,5.51144,5.779734550786792
Compatibility 15th Anniversary Edition,6.304466945229363,6.333415288369953,6.1585160000000005,6.234460246878627,5.52416,6.257714620119486
Twin Stars: Adventure Series II,6.828231508890784,7.167445479999996,6.031415999999999,6.4816081263746295,5.54469,6.6271752788163525
Tilt'n Tumble,5.823521723770106,5.97304015499999,6.405012000000001,5.654498957789643,5.49995,5.964018209139935
Chrono Bomb,6.092286023442066,6.429308300000001,6.57437,6.162778571763374,5.4822,6.314685723801361
Chili Mafia,6.589200256460291,7.0033505400000005,6.112774,6.59444653857798,5.55377,6.574942833759567
Innovation Ultimate,7.076975760893822,7.15965322285714,6.5252099999999995,6.850489033604816,5.5888,6.903082004338945
Big Cityz,6.226100231936849,6.470062213846157,6.299752000000001,6.234893923825191,5.51324,6.3077020924020495
The Russo-Swedish War,6.6377454465331835,6.81231915992507,6.205146000000001,6.546940592210712,5.5142,6.550537799667241
Dungeons & Dragons Dice Masters: Trouble in Waterdeep Campaign Box,6.106520407740438,6.496989740000002,6.469596,6.569506282975659,5.53309,6.410653107679025
Bag the Hun,6.847371545138463,6.665429893102765,6.392221999999999,6.935245271600554,5.53465,6.710067177460445
Gounki,6.715554263823755,6.954389046993464,6.439038000000001,6.104396739311279,5.51345,6.553344512532125
PS,6.394145160208521,6.229553699999996,6.175426,5.933648670853621,5.50975,6.183193382765534
Loża Szyderców,6.1101814654409505,6.3696432000000005,5.738418,6.2619550812550955,5.47951,6.1200494366740115
"Antietam: The Bloodiest Day, 17 September 1862",6.5963712253186495,6.237878892777777,6.828162000000001,7.081962983140612,5.52828,6.68609377530926
Braveheart Solitaire,6.4915000850326505,6.800533260000002,6.647468000000001,6.959713631892156,5.51905,6.7248037442312025
Word-Whiz,6.33957740307269,6.170884079523805,6.378006,6.439434810032951,5.52476,6.3319755731573615
Phlounder,6.297562800137717,5.588667039999996,6.343554,6.388649906493056,5.4911,6.154608436657693
Granny's House,5.975168776621258,5.890500051666671,5.787453999999999,6.140989364671513,5.50819,5.948528048239861
The Three Stooges Card Game,6.154733919522018,6.142899306666668,6.119982,6.1194406984514025,5.47319,6.134263981160022
Tapas,5.984343931018293,6.4507752,6.09384,6.4508780589498365,5.48933,6.2449592974920325
Make Your Own Opoly,5.869032593054698,6.155938644940481,5.940868,6.066622074016397,5.46748,6.008115328002893
Monopoly: Disney Villains,5.965191241075572,5.548415499999998,6.334494000000001,6.307195085290236,5.50292,6.038823956591451
1863,6.822817127605214,6.695289368857149,6.162116,6.587737780567274,5.49744,6.566990069257409
That Sound Game,6.498117261872758,6.424207260000011,6.466056,6.5609954955874725,5.51804,6.4873440043650605
Die Wikinger Saga,6.798489111495179,6.899651800000008,6.228254000000001,6.650837851157527,5.5645,6.644308190663178
Blood,5.97288095394949,6.434683860000009,6.348764,6.697749751356185,5.52104,6.363519641326421
Turbulent Top,6.063255648401764,6.03475351452381,6.569774000000001,6.419514309807489,5.48754,6.271824368183266
Vietnam: 1965-1975 (2nd edition),7.475840695718424,7.655001560000002,6.97857,7.147207649919427,5.66859,7.314154976409464
Clonk!,6.396413064951196,6.613281873846149,6.413452000000001,6.515902170196566,5.55036,6.484762277248477
Test Match,5.281131946180868,5.383035719999993,5.607226,6.147053469806952,5.53063,5.604611783996954
Party Bugs,6.3128553227575495,6.7917571599999995,5.991507999999999,6.209482016174287,5.54762,6.326400624732959
Tumba,6.367950571744913,6.099270669523802,6.237276,6.252950167349195,5.4999,6.239361852154477
ATS Stalingrad: Dzerhezinsky Tractor Works 1942,7.318502095156942,7.135244182857148,6.588666000000001,7.076776384139365,5.55687,7.029797165538364
Fireside Football,6.284168825312969,6.045727506666662,6.196632,6.447994819874214,5.51055,6.243630787963461
Jedzie pociąg z daleka,6.428078808521499,6.770138759999999,6.401566,6.34766371202628,5.5472,6.486861820136944
Zwickern,6.441474110881327,6.336742199523816,6.200512,6.204516002071745,5.48927,6.295811078119222
Dungeon Crawl,5.551737191934084,5.616254160000001,6.310288000000002,6.601431590388659,5.53632,6.019927735580685
Totem,6.148219945541148,6.674347273846153,5.6506739999999995,5.858942948025874,5.48936,6.083046041853294
Gay Sauna: The Board Game,6.542836413140631,6.8326942800000054,6.295886,6.664902480185907,5.49881,6.584079793331636
Scurvy Musketeers of the Spanish Main,6.058931984830379,6.0333681437777695,6.320278,6.036759324959757,5.52954,6.112334363391976
James Clavell's Shogun Card Game,6.578830834069284,6.32539834,6.294362,6.370275886403945,5.52519,6.392216765118307
The Battle of Agincourt,6.792176148216101,6.5909998454444425,6.087748,6.51844977873122,5.50409,6.497343443097941
Condottieri: The Battle of Castagnaro,6.435387553640151,6.622136537523814,6.133928,6.355349887442484,5.51248,6.386700494651613
Bears&Bees,6.438947032218588,6.864426403846157,6.193161999999999,6.524016294044999,5.53374,6.505137932527436
Flame & Fang,7.055006779256039,7.165456064999992,6.327764,7.166042215557354,5.60199,6.928567264953346
"Hastings, 1066",6.928019034481204,6.670253866666673,6.37908,7.146661778187249,5.55684,6.781003669833781
New York Kings,6.66844170971035,6.961851032777773,6.294134,6.615976975523233,5.51949,6.635100929502839
Pictionary: Party Edition,6.430149529505777,5.980641966857133,5.813338,6.575642836500222,5.5351,6.199943083215784
Molecular: The Strategic Chemistry Tile Game,6.577990652584676,6.851166486666674,6.528868,6.666029959444136,5.49184,6.6560137746738715
Dust 1947,6.983699024936537,7.023927891298706,7.002477999999999,7.123718120524848,5.59727,7.033455759190023
TriATri,5.944225327996091,6.546679580000008,6.19084,6.521042910939391,5.48592,6.300696954733873
Haslach 1805 / Elchingen 1805,6.7388349863274835,6.928032323245605,6.046904,6.720578502794247,5.5366,6.608587453091834
"Operation Battleaxe:  Wavell vs. Rommel, 1941",6.594896612421547,6.704175543496494,6.82499,6.851550730615317,5.60331,6.743903221633339
Starfall,7.115599092998586,6.955859702857145,5.94917,6.948816841226469,5.53255,6.742361409270551
Dino Tricks,6.496434011187165,5.992080179999988,6.608674000000001,7.038007530504251,5.5497,6.533798930422851
The Game of Crown and Anchor,6.252137684194479,5.732625619999991,6.5746080000000005,6.431601089358245,5.47615,6.247743098388179
Cartino,6.179632653146037,5.555888139999999,6.514767999999999,6.001493071683259,5.50607,6.062945466207323
Conspiracy!,6.475728542179417,6.919553753846159,6.048247999999999,6.2222111863552225,5.54085,6.416435370595201
Vulkan!,6.654746552955668,6.533609567301583,6.4078159999999995,6.307164400242348,5.51354,6.4758341301249
The Game of Saying 'Huh?!',5.870766388227223,6.259441160000002,6.287676,6.056234184407797,5.51213,6.118529433158756
Tabriz,6.579548596767097,6.931923979999997,6.363452,6.901503311499271,5.53975,6.6941069720665904
Sitting Ducks Deluxe,6.269686882999499,6.3723466200000045,6.145478,6.1065198495721065,5.5294,6.223507838142902
Die Glücksritter,6.263923966420272,6.1900669799999894,6.504748000000001,6.279493333155749,5.51172,6.309558069894003
Pipe Work,6.180269915856281,6.379248780000006,6.706336,6.457714033566296,5.50797,6.430892182355645
Monster Maker,5.8264555002460945,6.0262564849999904,6.534196,5.729065075092151,5.47633,6.028993265084559
1888-N,7.052433999462019,7.431502085,6.6600340000000005,6.9799672516768165,5.57182,7.030984334034709
Starry Night Sky,7.047681658586639,6.998137679999999,6.36522,7.005848569931578,5.59659,6.854221977129555
C.S.A. America's Civil War 1861-1865,6.795299640992603,6.749279988838381,6.572571999999999,7.1471836208786685,5.51788,6.816083812677413
Dice Stack,6.460069189624563,6.467316880000007,6.391154,6.308486585836715,5.49951,6.4067566638653215
ElfBall,6.706391668021336,6.929942185805549,6.689189999999999,6.750661975744724,5.53614,6.769046457392902
Master Quiz,6.127354768484331,5.612270180000005,6.196754,6.33965548504421,5.49693,6.069008608382136
Palaces,6.870210261760349,6.725723439999999,6.31809,6.793688481759927,5.516,6.676928045880069
Anxiety Attack!,6.0359211669594925,6.544556140000005,6.275248,6.603203636085562,5.50257,6.364732235761265
Grass is Greener,6.493180210908016,6.824506760000006,6.422432000000001,6.258975214134075,5.52244,6.499773546260524
Logo Party,6.236905510806955,6.507236700000001,6.235832,6.498310834475219,5.47962,6.369571261320544
"Fornovo 1495: Dawn of the Italian Wars, 1495-1525",6.9307507324536255,7.230633737083997,6.3235280000000005,6.883165772201021,5.52102,6.842019560434661
Zargos,6.895547916461014,6.770279578777787,6.1404179999999995,6.684291913896059,5.54864,6.622634352283715
Overworld,6.5725246022059665,7.061835579999995,6.617552000000001,6.750683617463766,5.53735,6.750648949917432
